id,name,lat,lng,streamUrl
CC-333,CC-333 บริเวณ ถนนพัทยาใต้ – ซอย 16 (บงกช),12.92138,100.887355,https://stream1.ioc.pattaya.go.th/live/CC-333.m3u8
CC-335,CC-335 บริเวณ ถนนพัทยาใต้ - ซอยอาดัม,12.920512,100.889184,https://stream1.ioc.pattaya.go.th/live/CC-335.m3u8
CC-338,CC-338 แยกพัทยาใต้ซอย 1,12.919275,100.891885,https://stream1.ioc.pattaya.go.th/live/CC-338.m3u8
CC-339,CC-339 บริเวณ ถนนพัทยากลางก่อนถึงแยกพัทยาใต้สุขุมวิท,12.917406,100.8955,https://stream1.ioc.pattaya.go.th/live/CC-339.m3u8
CC-340,CC-340 บริเวณ ถนนพัทยากลางก่อนถึงแยกพัทยาใต้สุขุมวิท,12.917288,100.895492,https://stream1.ioc.pattaya.go.th/live/CC-340.m3u8
CC-341,CC-341 แยกพัทยาใต้,12.917048,100.896191,https://stream1.ioc.pattaya.go.th/live/CC-341.m3u8
CC-355,CC-355 จุดกลับรถรุ่งฟ้าคอนโด,12.923063,100.898271,https://stream1.ioc.pattaya.go.th/live/CC-355.m3u8
CC-367,CC-367 แยกมุมอร่อย-เพนียดช้าง,12.942493,100.894864,https://stream1.ioc.pattaya.go.th/live/CC-367.m3u8
CC-369,CC-369 แยกมุมอร่อย-เพนียดช้าง,12.9425291,100.8949365,https://stream1.ioc.pattaya.go.th/live/CC-369.m3u8
CC-374,CC-374 แยกพัทยากลาง-บิ๊กซีเอ็กตร้า,12.933952,100.8945,https://stream1.ioc.pattaya.go.th/live/CC-374.m3u8
CC-376,CC-376 แยกพัทยากลาง-บิ๊กซีเอ็กตร้า,12.933844,100.894449,https://stream1.ioc.pattaya.go.th/live/CC-376.m3u8
CC-377,CC-377 แยกพัทยากลาง-บิ๊กซีเอ็กตร้า,12.933852,100.894548,https://stream1.ioc.pattaya.go.th/live/CC-377.m3u8
CC-378,CC-378 แยกถนนพัทยากลาง-ถนนเฉลิมพระเกียรติ,12.934686,100.892306,https://stream1.ioc.pattaya.go.th/live/CC-378.m3u8
CC-381,CC-381 ซอยกอไผ่,12.920135,100.879952,https://stream1.ioc.pattaya.go.th/live/CC-381.m3u8
CC-382,CC-382 วอล์คกิ้งสตรีท,12.92436,100.873211,https://stream1.ioc.pattaya.go.th/live/CC-382.m3u8
CC-416,CC-416 FLD-13 ซอยบัวขาว,12.928752,100.884814,https://stream1.ioc.pattaya.go.th/live/CC-416.m3u8
KC-133,KC-133 ถนนหน้าบ้าน-หาดตาแหวน,12.922743,100.786698,https://stream1.ioc.pattaya.go.th/live/KC-133.m3u8
KC-181,KC-181 จุดชมวิวเขายักษ์,12.906808,100.774889,https://stream1.ioc.pattaya.go.th/live/KC-181.m3u8
NC-001,NC-001 หาดกระทิงลาย,12.991888,100.925587,https://stream1.ioc.pattaya.go.th/live/NC-001.m3u8
NC-004,NC-004 หาดกระทิงลาย,12.990403,100.92483,https://stream1.ioc.pattaya.go.th/live/NC-004.m3u8
NC-014,NC-014 หาดกระทิงลาย,12.983031,100.91983,https://stream1.ioc.pattaya.go.th/live/NC-014.m3u8
NC-017,NC-017 กลางซอยสุขุมวิท-พัทยา 3 กล้องตัวที่ 2,12.990693,100.926764,https://stream1.ioc.pattaya.go.th/live/NC-017.m3u8
NC-018,NC-018 แยกถนนเลียบทางรถไฟตัดกับหนองปลาไหล กล้องตัวที่ 1,12.991898,100.932145,https://stream1.ioc.pattaya.go.th/live/NC-018.m3u8
NC-026,NC-026 กลางซอยสุขุมวิท-พัทยา 15 กล้องตัวที่ 2,12.98204,100.925335,https://stream1.ioc.pattaya.go.th/live/NC-026.m3u8
NC-027,NC-027 TVA-115 แยกหนองเกตุใหญ่เลียบทางรถไฟ,12.98184,100.9296,https://stream1.ioc.pattaya.go.th/live/NC-027.m3u8
NC-028,NC-028 แยกหนองเกตุใหญ่เลียบทางรถไฟ,12.982068,100.929744,https://stream1.ioc.pattaya.go.th/live/NC-028.m3u8
NC-029,NC-029  หนองเกตุใหญ่,12.981893,100.929771,https://stream1.ioc.pattaya.go.th/live/NC-029.m3u8
NC-032,NC-032 ใกล้ถนนสุขุมวิท-พัทยา 21 ซอย 4 กล้องตัวที่ 1,12.975696,100.920925,https://stream1.ioc.pattaya.go.th/live/NC-032.m3u8
NC-033,NC-033 ใกล้ถนนสุขุมวิท-พัทยา 21 ซอย 4 กล้องตัวที่ 2,12.975657,100.921054,https://stream1.ioc.pattaya.go.th/live/NC-033.m3u8
NC-035,NC-035 แยกสุขุมวิท-โพธิ์งาม,12.969946,100.910945,https://stream1.ioc.pattaya.go.th/live/NC-035.m3u8
NC-037,NC-037 แยกสุขุมวิท-ชัยพรวิถี,12.967306,100.910271,https://stream1.ioc.pattaya.go.th/live/NC-037.m3u8
NC-046,NC-046 ศาลาข้างลานอเนกประสงค์ลานโพธิ์,12.974099,100.906801,https://stream1.ioc.pattaya.go.th/live/NC-046.m3u8
NC-047,NC-047 ลานอเนกประสงค์ลานโพธิ์,12.974274,100.906288,https://stream1.ioc.pattaya.go.th/live/NC-047.m3u8
NC-050,NC-050 หน้าธนาคารกสิกรไทย สาขาตลาดนาเกลือ กล้องตัวที่ 2,12.971078,100.90367,https://stream1.ioc.pattaya.go.th/live/NC-050.m3u8
NC-052,NC-052 ตลาดนาเกลือ (ตลาดรุ่งโรจน์),12.969261,100.901405,https://stream1.ioc.pattaya.go.th/live/NC-052.m3u8
NC-053,NC-053 โรงพยาบาลบางละมุง กล้องตัวที่ 1,12.967492,100.905551,https://stream1.ioc.pattaya.go.th/live/NC-053.m3u8
NC-059,NC-059 ชัยพรวิถี1,12.963035,100.920434,https://stream1.ioc.pattaya.go.th/live/NC-059.m3u8
NC-061,NC-061 แยกชัยพรวิถีเลียบทางรถไฟ,12.962975,100.920791,https://stream1.ioc.pattaya.go.th/live/NC-061.m3u8
NC-062,NC-062 แยกชัยพรวิถีเลียบทางรถไฟ,12.963072,100.920568,https://stream1.ioc.pattaya.go.th/live/NC-062.m3u8
NC-064,NC-064 จุดกลับรถหน้าเทคนิคออโต้แอร์,12.962802,100.908962,https://stream1.ioc.pattaya.go.th/live/NC-064.m3u8
NC-068,NC-068 แยกหนองใหญ่เลียบทางรถไฟ,12.949105,100.913753,https://stream1.ioc.pattaya.go.th/live/NC-068.m3u8
NC-069,NC-069 แยกหนองใหญ่เลียบทางรถไฟ,12.949126,100.913892,https://stream1.ioc.pattaya.go.th/live/NC-069.m3u8
NC-070,NC-070 บ้านหนองใหญ่,12.949016,100.913597,https://stream1.ioc.pattaya.go.th/live/NC-070.m3u8
NC-072,NC-072 ซอยหนองใหญ่ 6 กล้องตัวที่ 2,12.949759,100.909845,https://stream1.ioc.pattaya.go.th/live/NC-072.m3u8
NC-108,NC-108 ปากซอยสุขุมวิทพัทยา 30,12.950486,100.906339,https://stream1.ioc.pattaya.go.th/live/NC-108.m3u8
NC-112,NC-112 ซ.พัทยาเหนือซอย 2 ตัดโพธิสาร,12.952156,100.905856,https://stream1.ioc.pattaya.go.th/live/NC-112.m3u8
NC-113,NC-113 ซ.พัทยาเหนือซอย 2 ตัดโพธิสาร,12.95237,100.905875,https://stream1.ioc.pattaya.go.th/live/NC-113.m3u8
NC-114,NC-114 จุดกลับรถหน้าเทคนิคออโต้แอร์,12.962826,100.909207,https://stream1.ioc.pattaya.go.th/live/NC-114.m3u8
NC-116,NC-116 ซอยโพธิสาร กล้องตัวที่ 1,12.953371,100.9034,https://stream1.ioc.pattaya.go.th/live/NC-116.m3u8
NC-117,NC-117 ซอยโพธิสาร กล้องตัวที่ 2,12.953413,100.903298,https://stream1.ioc.pattaya.go.th/live/NC-117.m3u8
NC-119,NC-119 กลางซอยโพธิสาร 6 กล้องตัวที่ 2,12.95712,100.90113,https://stream1.ioc.pattaya.go.th/live/NC-119.m3u8
NC-120,NC-120 กลางซอยสุขุมวิท พัทยา 28-11 กล้องตัวที่ 1,12.96026,100.903601,https://stream1.ioc.pattaya.go.th/live/NC-120.m3u8
NC-121,NC-121 กลางซอยสุขุมวิท พัทยา 28-11 กล้องตัวที่ 2,12.960246,100.903732,https://stream1.ioc.pattaya.go.th/live/NC-121.m3u8
NC-125,NC-125 ถนนพัทยา-นาเกลือ กล้องตัวที่ 2,12.962915,100.896069,https://stream1.ioc.pattaya.go.th/live/NC-125.m3u8
