id,name,lat,lng,streamUrl
NSZ11,หน้าตลาดสดคูขวาง ตัวที่ 1,8.44059,99.966984,https://streaming.noc.nakhoncity.org/live/NSZ11.m3u8
NSZ12,หน้าตลาดสดคูขวาง ตัวที่ 2,8.44079,99.966984,https://streaming.noc.nakhoncity.org/live/NSZ12.m3u8
NSZ13,สี่แยกคูขวาง ตัวที่ 1,8.441019,99.969855,https://streaming.noc.nakhoncity.org/live/NSZ13.m3u8
NSZ14,สี่แยกคูขวาง ตัวที่ 2,8.441219,99.969855,https://streaming.noc.nakhoncity.org/live/NSZ14.m3u8
NSZ15,แยกสหไทยพลาซ่า ตัวที่ 1,8.442006,99.962729,https://streaming.noc.nakhoncity.org/live/NSZ15.m3u8
NSZ16,แยกสหไทยพลาซ่า ตัวที่ 2,8.442206,99.962729,https://streaming.noc.nakhoncity.org/live/NSZ16.m3u8
NSZ17,ถนนวัดคิด ตัวที่ 1,8.441549,99.960457,https://streaming.noc.nakhoncity.org/live/NSZ17.m3u8
NSZ18,ถนนวัดคิด ตัวที่ 2,8.441542,99.960454,https://streaming.noc.nakhoncity.org/live/NSZ18.m3u8
NSZ19,สี่แยกบูรณาราม ตัวที่ 1,8.440132,99.96297,https://streaming.noc.nakhoncity.org/live/NSZ19.m3u8
NSZ20,สี่แยกบูรณาราม ตัวที่ 2,8.440332,99.96297,https://streaming.noc.nakhoncity.org/live/NSZ20.m3u8
